Movie Index,Title,Year,Plot,Director(s),Star(s),Stripped Title,Horror Wiki Index,Horror Wiki URL
8552,60 Seconds to Die,2017.0,"Horror Anthology ""60 second short films that will scar you for a lifetime""","Pete Yagmin, R.J. Wilson, Paul Wennersberg-Løvholen, Brian Weaver, Martin Sonntag, Brandon Scullion, Joe Saulino, Carl Angelo Ruiz, Ruben Rodriguez, Billy 'Bloody Bill' Pon, Shawn C. Phillips, Edward Payson, Lucas Ostrowski, Justin Morales, Mike McKown, Paul McAroni, Sam Mason-Bell, Liam Makrogiannis, Evan Makrogiannis, Izzy Lee, Jason Kolucki, Jeremiah Kipp, Hunter Johnson, Sune Rolf Jensen, Benjamin James, Kelly Hughes, L.M. Harter, Dipesh Gurung, Tom Gore, Killian H. Gore, Peter Goddard, Adam Ginsberg, Chris Gierowski, Luis Mariano García, Emilie Flory, Graham Fletcher-Cook, Michael J. Epstein, Caleb Emerson, Laume Conroy, Richard Chandler, Sophia Cacciola, Shawn Burkett, Nick Box, Glenn Berggoetz, Gary Baxter, Matthew J. Adams, Luna Wolf, Jason Impey, Tom Young, Richard Charles Stevens, Gav Chuckie Steel, Shane Ryan, Corey Norman, Tony Newton, Kerry Newton, Paul Lynch, Kieran Johnston, James Eaves, Mike Connors, David Bryant, James Balsamo, Eric Alfonsi","Ethan Kavanagh, Nicole Graziano, Dexter Fletcher, Robert Walters",60 seconds to die,,
8553,The Stalker of Lady Bird Lake Part IV: A Location Scouting Film,2017.0,"Kevin Neece shoots a Zombie Life TV location scouting video around Lady Bird Lake in Austin, TX. Unfortunately, Kevin is also out of shape, so his heavy breathing shows up on camera making it look like a first person POV horror film.",Kevin Neece,Kevin Neece,stalker of lady bird lake part iv a location scouting film,,
8554,Thug,2017.0,"Thug, is a documentary type style film about a filmmaking student from the suburbs who comes to the inner city of Newark New Jersey to document one of New Jersey's worst criminals names ...                See full summary »",Franklin Correa,"James Brown, Dayveonne Bussey, John Byrne, Franklin Correa",thug,,
8555,The Doll,2017.0,"When Chris and Andy order a model from an escort service, they find that something is unnaturally wrong with Natasha, something deadly wrong.",Susannah O'Brien,"Valeria Lukyanova, Anthony Del Negro, Isabella Racco, Christopher Lenk",doll,,
8556,Against the Night,2017.0,"A group of friends sneak into an abandoned prison with the intention of making a ghost hunting video, until they start to go missing one by one.",Brian Cavallaro,"Brandon E. Brooks, Josh Cahn, Jason Gill, Leah Holleran",against night,,
8557,The last midnight chapter 2: The Wicked Die Young,2017.0,"after the events of the last midnight, Hansel wants to find an answer of what happen to him and his friends, however maleficent is back and now is in a little girl which is Hansel babysit girl.",Ricardo Zenteno,"Ricardo Zenteno, Mariana Martin, Paola Valdez, Amy Echavarría",last midnight chapter 2 wicked die young,,
8558,Southern Chillers,2017.0,A series of terrifying short stories centered around two competing serial killers who are causing carnage and panic in parts of the southern United States.,Andrew Rumore,"Alaine Huntington, Adam Sulony, Madison Tully, Roxanne Marchand",southern chillers,,
8559,Blood Prism,2017.0,"A successful artist and local art museum coordinator (""Cecilia"") hears voices telling her to release 'troubled"" individuals from this earth and into the serenity of the afterlife. Cecilia, ...                See full summary »",Len Kabasinski,"Alicia Seguin, Hunter McKenrick, Lisa Neeld, Buddy Pacy",blood prism,,
8560,Night Howl,2017.0,"Kaci Evans, a socially awkward photojournalist who can't seem to come to grips with the death of his mother. As a child, Kaci was psychologically traumatized after seeing his mother ...                See full summary »",Michael Taylor Pritt,"Michael Taylor Pritt, Alana Mullins, Rob Pemberton, Jeremy Wheeler",night howl,,
8561,Devil's Trail,2017.0,"Two reality TV stars who are experts at survival, embark on a mission to explore the legend of the Jersey Devil. Can they survive? Reality TV just got real.",Henrique Couto,"John Bradley Hambrick, Henrique Couto, Marylee Osborne, Joni Durian",devils trail,,
8562,W.I.B.,2017.0,"A man hires an actor to help him with an oral presentation. The two work on the delivery of dialogue , scene setting, and prop usage in an old theatre. As the night goes on, the actor is haunted by a sinister ghost.","Jose Zamarripa, Travis Gray, Andrew Fisher, Khian Bartlett","John Campbell, Denise Henson, T.J. Sloan",w i b,,
8563,Careful What You Wish For,2017.0,Add a Plot,Ty Durden,"Aaron Bryant, Arischa Conner, Marilyn Dabney, Ty Durden",careful what you wish for,,
8564,R-Naught 15,2017.0,R15 (R-Naught 15): A mathematical term estimating how many can be infected by an individual carrying a contagion. Above R1 can cause an epidemic - especially if there is no cure.,Ty Durden,"Velta Moore, Elizabeth Gmaz, Mike Sutton, Donald Imm",r naught 15,,
8565,Black Creek,2017.0,"Returning to their family's cabin in the dark, Wisconsin woods to scatter the ashes of their father, a troubled young man and his brash sister are terrorized by signs that an ancient, ...                See full summary »",James Crow,"Chris O'Flyng, Leah Patrick, Michael Copon, Michael Hill",black creek,,
8566,Dead Creek,2017.0,Add a Plot,Madic Montague,"Kevin R. Allen, Timothy John Bates Jr, Cameron Benjamin, Jimmie Chiappelli",dead creek,,
8567,Death Hair 2,2017.0,Add a Plot,Justin Evangelista,"Jean Chanda, Christina Cherry, Avian S. Dubhagáin, Jerry-Mac Johnston",death hair 2,,
8568,Scary Night Out,2017.0,When 2 boys are left home alone when a killer comes they must fight to survive.,Aaron Micheal Dill,"Aaron Micheal Dill, Kassi Starner, Jacob Tolle",scary night out,,
8569,Paranormal Highway,2017.0,"On a peaceful October day a college team and their coaches depart on a three day journey to a national championship. From the start strange things happen on their creaky, rented bus. Just ...                See full summary »","Stacy Peterson, Brent Peterson, Forrest Peterson","Allisun Zagar, Carla Brown, Trini Kirtsey, Lance Flint",paranormal highway,,
8570,Circus of Death,2017.0,"Set in 1929 Depression. This multi-layered plot revolves around a young woman from a small mid-western town who dreams of becoming a silent screen star. When she happens upon a circus, she ...                See full summary »",Brother Andy,"Brother Andy, Lee Balan, Steven Ciceron, Zachery Fowler",circus of death,,
8571,Realms,2017.0,"Two American bank robbers and their three local hostages take shelter in a mysterious manor in the woods. As the hostages try to escape, they all begin to realize no one is safe from the evil lurking inside the house.",Daric Gates,"Ryan Kelley, Madison McKinley, Praya Lundberg, Pichaya Nitipaisalkul",realms,,
8572,The Ice Cream Truck,2017.0,"Mary moves back to her suburban hometown, to find that the suburbs are scarier in more ways than she ever remembered.",Megan Freels Johnston,"Deanna Russo, Emil Johnsen, John Redlinger, Sam Schweikert",ice cream truck,,
8573,Sugarplum,2017.0,"Harry and Marv accidentally bring a vicious, blood-drinking Sugarplum Fairy to life on Christmas Eve.",Brandon Tobatto,"Josiah Liciaga, Samuel David Sosa, Jocelyn Gompers, Sierra McConell",sugarplum,,
8574,From Hell to the Wild West,2017.0,A psychotic killer has found a new hunting ground. A place where people frequently go missing. The American frontier.,Rene Perez,"Karin Brauns, Robert Bronzi, Colin Bryant, Danielle Driscoll",from hell to wild west,,
8575,Real Haunts,2017.0,Real Haunts is a documentary film that explores 5 famous haunted hot spots with 3 ghost hunting teams.,Brett Gerking,"Thomas Kontos Craddock, Jeremy Rettig, Jill Witecki, Deidre Burgbacher",real haunts,,
8576,Parched,2017.0,A quintet of college kids take a road trip to an abandoned house and unintentionally drink infected water that turns them slowly insane and murderous - but this is no accident.,Joe Leone,"Angelica Arroliga, Gabriella Chiulli, Nicholas M. Garofolo, Kerwin Johnson Jr.",parched,,
8577,Hell Week - Hellcoming,2017.0,Add a Plot,Joe Leone,,hell week hellcoming,,
8578,Clownface,2017.0,"Detectives Ken Boyd (Andrew Legatt), Francis Gunner (Andrew Ringate), Jeff Fletcher (Carter Luedtke), Harold Hill (Elijah O'Sullivan) and Michael Elkins (Daniel Mayerchak) try and solve the...                See full summary »",Andrew Legatt,"Stephen Legatt, Andrew Legatt, Andrew Ringate, Carter Luedtke",clownface,,
8579,The Final Project,2017.0,For a school project five high school students to to their local woods to find a missing girl.,Nicholas Yacovoni,"Bradley Becker, Katie Beebe, Nicholas Cataldo Jr., Joseph Dorner",final project,,
8580,Day of the Dead: Bloodline,2017.0,A small group of military personnel and survivalists dwell in an underground bunker as they seek to find a cure in a world overrun by zombies.,Hèctor Hernández Vicens,"Sophie Skelton, Johnathon Schaech, Jeff Gum, Marcus Vanco",day of dead bloodline,,
8581,Tide,2017.0,"After facing a traumatic change in her life, a young woman and her friends bear witness to the discovery of a dark truth.","Ahab Mullick, Ryan Henry Knight","Sofia Gray, Ahab Mullick, Jamel Lewis, Jesse Benitez",tide,,
8582,Save Me,2017.0,A day in the life of one man struggling to survive in the zombie apocalypse.,Ian Brennan,J. Knight,save me,,
8583,Paranormal Evil,2017.0,"Growing up is never easy, but for Alexis King it will be deadly. The child survivor of Victorville's most infamous murder case that brutally claimed the life of her mother, Alexis is now ...                See full summary »",Akil Pugh,"Andrea Ciliberti, Najee De-Tiege, Denise Garcia, John Kellar",paranormal evil,,
8584,The Body Tap Massacre,2017.0,Add a Plot,Coquie Hughes,"Dominique Adams, Jaycee Beal, Jamie Black, Heather Bright",body tap massacre,,
8585,Radical,2017.0,Radical centers on three American journalists taken captive by extremists who force high-level government officials to listen to their message and watch streamed images of the persuasive ...                See full summary »,George Cameron Romero,"Tom Sizemore, B.J. Hendricks, Ford Austin, Josh Carmichael",radical,,
8586,The Milkman,2017.0,"You know that feeling you have sometimes, like someone is watching you. Well, someone is . . .",Raymond Mamrak,Raymond Mamrak,milkman,,
8587,When the Devil Rides Out,2017.0,"After a car accident, an author of horror stories starts to see visions of the Devil.",Richard Driscoll,"Richard Driscoll, Tom Sizemore, Michael Madsen, Oliver Tobias",when devil rides out,,
8588,The Further Adventures of Anse and Bhule in No-man's Land,2017.0,"The Further Adventures of Anse and Bhule is a post-apocalyptic, love story following a cult of men as they discover women from a dueling tribe, shattering and transforming each others fears, beliefs and cultures forever.",Barry Hunt,"Lorraine Bahr, Aundre Barnes, Elisha, Dan Hill",further adventures of anse and bhule in no mans land,,
8589,Raw Focus,2017.0,All hell breaks loose when a photographer with a flare for erotic art takes a group of stunning models out into the middle of nowhere for the ultimate photo-shoot. Unfortunately for this ...                See full summary »,Bobby Jones,"John Chiara, Rachel Anderson, Roger Conners, Kayla McDonald",raw focus,,
8590,Two Faced,2017.0,"Jessica has it all: smarts, beauty, and an engagement to handsome, wealthy businessman Matthew. She's also a gold digging, hustling sociopath and pathological liar who will stop at nothing ...                See full summary »",Johnny Kearns,"Jacqui Holland, Tony Todd, Daniel Baldwin, Kristina Anapau",two faced,,
8591,The Curse of All Hallows' Eve,2017.0,"On All Hallows' Eve 1457, A dark secret society of priests led by the Evil Countess Victoria (Vanessa Coleman) and Ambrus (Stephen Manley) are conducting diabolical ceremonies in which ...                See full synopsis »",Guy Bodart,"Vanessa Coleman, Sean Morelli, Marilyn Weinmann, Jean Sulli",curse of all hallows eve,,
8592,I Saw,2017.0,Two teenagers are stalked by a Psychopath after they prank call him leading to murderous consequences.,"Andrew Pizzo, Wesley Green","Jennifer M. Kay, Emily McKinley Hill, Erik Searle, Kimberly Bada",i saw,,
8593,Insect,2017.0,Two teen brothers discover that an enormous and evil Insect is living in their dead mother's bedroom.,Evan Jacobs,"Isaac Golub, Seever Golub, Nik Hill, John Hoyt",insect,,
8594,Cabaret of the Dead,2017.0,"Pin-up vixens vs. bloodthirsty zombies, set in post-apocalyptic Hollywood.",Staci Layne Wilson,"Jennifer Blanc-Biehn, Carrie Keagan, Elissa Dowling, Tristan Risk",cabaret of dead,,
8595,Thaw of the Dead,2017.0,"In the eleventh hour, one man's last attempt to preserve humanity may be what separates a desperate group of survivors from becoming the very monsters they are trying to escape.",David Marek,"Benjamin Busch, Heather Fairbanks, Shri Fugi Spilt, Tom Emmott",thaw of dead,,
8596,Toxic Tutu,2017.0,"An Almost True Story: TOXIC TUTU is an homage to the original cult-classic horror-comedy, THE TOXIC AVENGER and explains what became of the ""Toxic Avenger's"" Melvin the ""Mop Boy"", Mark Torgl.",Joe Nardelli,"Diana Prince, Mark Torgl, Lloyd Kaufman, Frank L. Messina",toxic tutu,,
8597,In House,2017.0,Add a Plot,Joe Nardelli,,in house,,
8598,The Angry Nerd,2017.0,"An atomic, foul-mouthed nerd finally stands up to a bully. As soon as Erwin Gutierrez thinks that he's finally defeated his villain, Hollywood finds out about Erwin's interesting uprise and makes a very obscene and profane comedic anti-bullying movie.","David Gattis, Eric Arnold","David Gattis, Eric Arnold, Nathaniel Eddings, James Robison",angry nerd,,
8599,The 5th Dimension,2017.0,"When two graduate student physicist run out of time to prove their theory on time travel, they enlist the help of film students to unearth and chronicle the experiments Nikola Tesla and ...                See full summary »",George Roberson,"Mike Allen, Sylvia Ruth Anderson, Tiffany Cole, Jason Crow",5th dimension,,
